gene_name	type	organism
ZMAT2	refseq	orycun2
SAR1	other	
AGOS_AFL114W	other	
PCDHA1	other	hg19
PCDHA3	other	hg19
PCDHA3	other	
PCDHA1	other	mm9
PCDHA8	other	
PCDHA13	other	
PCDHA12	other	mm9
PCDHA12	other	hg19
PCDHA1	other	
PCDHA2	other	mm9
PCDHA2	other	
PCDHA5	other	
PCDHA7	other	
PCDHA9	other	
PCDHA4	other	
PCDHA12	other	
PCDHAC2	other	
PCDHA13	other	hg19
LOC100279212	other	
LOC100347725	refseq	orycun2
PCDHA4	other	hg19
LOC100347969	refseq	orycun2
LOC108176474	refseq	orycun2
LOC100352395	refseq	orycun2
LOC100348468	refseq	orycun2
PCDHA10	other	hg19
PCDHA11	other	hg19
PCDHA11	other	
LOC112267934	other	hg19
PCDH2AB2	other	
PCDH2G16	other	
PCDH2G10	other	
PCDH2G8	other	
PCDH2G29	other	
PCDH2G28	other	
PCDH2AB3	other	
PCDHA11	other	mm9
PCDHA2	other	hg19
LOC100348725	refseq	orycun2
PCDHA5	other	hg19
PCDHAC1	refseq	orycun2
PCDHB1	refseq	orycun2
PCDHB2	refseq	orycun2
LOC108176547	refseq	orycun2
LOC103347896	refseq	orycun2
LOC103347988	refseq	orycun2
LOC108176548	refseq	orycun2
LOC103347895	refseq	orycun2
LOC108176476	refseq	orycun2
LOC108176549	refseq	orycun2
LOC108176550	refseq	orycun2
LOC100349989	refseq	orycun2
LOC100350727	refseq	orycun2
LOC108176477	refseq	orycun2
PCDHB13	other	hg19
PCDHB14	other	hg19
LOC100353156	refseq	orycun2
PCDHB11	other	
PCDHB21	other	mm9
PCDHB21	other	
PCDHGC3	other	
PCDHGC3	other	mm9
PCDH1G33	other	
PCDHB20	other	mm9
PCDH1G18	other	
PCDHB3	other	
PCDH1G11	other	
PCDH1G22	other	
PCDH2G6	other	
PCDH2G9	other	
PCDHB20	other	
PCDH2G2	other	
PCDH2G4	other	
PCDH2G5	other	
PCDH2G7	other	
PCDH2AA15	other	
PCDH2G13	other	
PCDH2G12	other	
PCDH1G29	other	
PCDHGA3	other	
PCDHB9	other	mm9
PCDH1G9	other	
PCDH2AB6	other	
LOC100350982	refseq	orycun2
LOC100353409	refseq	orycun2
LOC100351232	refseq	orycun2
TAF7	refseq	orycun2
LOC108176478	refseq	orycun2
LOC100353508	refseq	orycun2
PCDHGA2	other	hg19
LOC103345018	refseq	orycun2
PCDHGA7	other	
PCDHGA7	other	hg19
PCDH2AA1	other	
PCDH2G17	other	
LOC103347898	refseq	orycun2
LOC108176543	refseq	orycun2
PCDHGB4	other	mm9
PCDHGB6	other	hg19
PCDHGB5	other	hg19
PCDHGA9	other	
PCDHGA8	other	hg19
PCDHGA8	other	
PCDHGA9	other	hg19
PCDHGA9	other	mm9
PCDHB9	other	
PCDHB11	other	mm9
PCDHB22	other	mm9
PCDHB9	other	hg19
LOC100352745	refseq	orycun2
PCDHGA2	other	
PCDH2AB1	other	
PCDH2AB7	other	
PCDH1A6	other	
PCDHGC3	other	hg19
ZGC:123181	other	
PCDH2AB11	other	
PCDH1GC5	other	
PCDH1G31	other	
PCDH2AB5	other	
PCDHGA3.L	other	
PCDHGA11	other	
PCDHGB7	other	
PCDHGA12	other	
PCDHGA5	other	
PCDHGA10	other	
PCDHGB8	other	
PCDHGA1	other	
PCDHGC5	other	
PCDHGA10	other	mm9
PCDHGC5	other	mm9
PCDHGC4	other	mm9
PCDHGB5	other	mm9
PCDHGA7	other	mm9
PCDHGB1	other	mm9
PCDHGA5	other	mm9
PCDHGB2	other	mm9
PCDHGB7	other	mm9
PCDHGA8	other	mm9
GM37013	other	mm9
PCDHGA3	other	mm9
PCDHGA11	other	mm9
PCDHGA12	other	mm9
PCDHGA2	other	mm9
PCDHGA1	other	mm9
PCDHGB6	other	mm9
GM38666	other	mm9
GM38667	other	mm9
PCDHGA6	other	mm9
PCDHGA4	other	mm9
PCDHGC5	other	hg19
PCDHGA4	other	hg19
PCDHGA11	other	hg19
PCDHGB7	other	hg19
PCDHGB1	other	hg19
PCDHGB3	other	hg19
PCDHGA6	other	hg19
PCDHGA5	other	hg19
PCDHGB2	other	hg19
PCDHGC4	other	hg19
PCDHGA1	other	hg19
PCDHGA3	other	hg19
PCDHGB4	other	hg19
PCDHGA10	other	hg19
PCDHGA12	other	hg19
PCDHGC4	other	
PCDHGA4	other	
PCDHGB4	other	
PCDHGB2	other	
PCDHGB1	other	
PCDHGB6	other	
PCDHGB5	other	
PCDHGA6	other	
DIAPH1	refseq	orycun2
DIAPH1-AS1	other	hg19
PCDHGB8	other	mm9
HDAC3	refseq	orycun2
RELL2	refseq	orycun2
FCHSD1	refseq	orycun2
LOC103347901	refseq	orycun2
ARAP3	refseq	orycun2
LOC108176569	refseq	orycun2
PCDH1	refseq	orycun2
1700086O06RIK	other	mm9
KIAA0141	refseq	orycun2
DELE1	other	hg19
PCDH12	refseq	orycun2
RNF14	refseq	orycun2
GNPDA1	refseq	orycun2
NDFIP1	refseq	orycun2
N4WBP5	other	
NDFIP1L	other	
SPRY4	refseq	orycun2
SPRY4-IT1	other	hg19
SPRY4-AS1	other	hg19
FGF1	refseq	orycun2
MFFP3	other	hg19
MFF.L	other	
MFFB	other	
MFF.S	other	
MFFA	other	
ARHGAP26	refseq	orycun2
LOC103347903	refseq	orycun2
ARHGAP26.L	other	
NR3C1	refseq	orycun2
LOC100306401	other	
LOC103347906	refseq	orycun2
MIR5197	other	hg19
LOC108176479	refseq	orycun2
LOC108176570	refseq	orycun2
YIPF5	refseq	orycun2
HTD2	other	mm9
HTD2	other	hg19
GM31087	other	
KCTD16	refseq	orycun2
LOC100357816	refseq	orycun2
NDUFAF4P1	other	hg19
PRELID2	refseq	orycun2
GRXCR2	refseq	orycun2
SH3RF2	refseq	orycun2
PLAC8L1	refseq	orycun2
LARS	refseq	orycun2
LOC100337798	refseq	orycun2
RBM27	refseq	orycun2
BTF3.S	other	
CI-BTF3	other	
BIC	other	
LOC102591076	other	
LOC100193616	other	
LOC100282781	other	
LOC100499834	other	
LOC100422791	other	
LOC100500678	other	
LOC100306292	other	
POU4F3	refseq	orycun2
TCERG1	refseq	orycun2
GPR151	refseq	orycun2
TOM1L1.L	other	
PPP2R2B	refseq	orycun2
TWS	other	
STK32A	refseq	orycun2
DPYSL3	refseq	orycun2
LOC108176571	refseq	orycun2
JAKMIP2	refseq	orycun2
SPINK1	refseq	orycun2
C3H5orf46	refseq	orycun2
SCGB3A2	refseq	orycun2
SPINK5	refseq	orycun2
SPINK14	refseq	orycun2
LOC103347992	refseq	orycun2
MARCOL	other	hg19
LOC103347913	refseq	orycun2
LOC103347993	refseq	orycun2
LOC108176572	refseq	orycun2
LOC103347914	refseq	orycun2
SPINK13	other	hg19
SPINK13	other	
SPINK7	refseq	orycun2
SPINK9	refseq	orycun2
FBXO38	refseq	orycun2
HTR4	refseq	orycun2
ADRB2	refseq	orycun2
SH3TC2	refseq	orycun2
SH3TC2-DT	other	hg19
ABLIM3	refseq	orycun2
AFAP1L1	refseq	orycun2
GRPEL2	refseq	orycun2
PCYOX1L	refseq	orycun2
IL17B	refseq	orycun2
LOC108176480	refseq	orycun2
CSNK1A1	refseq	orycun2
CKL7	other	
CK1	other	
LOC101206138	other	
ARHGEF37	refseq	orycun2
PPARGC1B	refseq	orycun2
PDE6A	refseq	orycun2
SLC26A2	refseq	orycun2
TIGD6	refseq	orycun2
HMGXB3	refseq	orycun2
CSF1R	refseq	orycun2
LOC108176481	refseq	orycun2
PDGFRB	refseq	orycun2
MIR1777B	other	
CDX1	refseq	orycun2
SLC26A1	other	hg19
SLC6A7	refseq	orycun2
CAMK2A	refseq	orycun2
LOC108176482	refseq	orycun2
ARSI	refseq	orycun2
TCOF1	refseq	orycun2
CD74	refseq	orycun2
RPS14	refseq	orycun2
NDST1	refseq	orycun2
SYNPO	refseq	orycun2
LOC105329785	other	
MYOZ3	refseq	orycun2
RBM22	refseq	orycun2
DCTN4	refseq	orycun2
SMIM3	refseq	orycun2
IFGGA1	refseq	orycun2
ZNF772	other	
IRGM	refseq	orycun2
LOC100343036	refseq	orycun2
ZNF300	refseq	orycun2
GPX3	refseq	orycun2
TNIP1	refseq	orycun2
ANXA6	refseq	orycun2
ZNF610	other	hg19
CCDC69	refseq	orycun2
LOC105378230	other	hg19
GM2A	refseq	orycun2
SLC36A3	refseq	orycun2
SLC36A2	refseq	orycun2
CG13384	other	
SLC36A1	refseq	orycun2
FAT2	refseq	orycun2
LOC103347928	refseq	orycun2
SPARC	refseq	orycun2
CLMAT3	other	hg19
ATOX1	other	hg19
PAGE2B	other	
PAGE3	other	hg19
G3BP1	refseq	orycun2
GLRA1	refseq	orycun2
ZCCHC9.L	other	
LOC103347931	refseq	orycun2
NMUR2	refseq	orycun2
GRIA1	refseq	orycun2
GLURIA	other	
GLURIB	other	
LINC01861	other	hg19
FAM114A2	refseq	orycun2
MFAP3	refseq	orycun2
GALNT10	refseq	orycun2
SAP30L-AS1	other	hg19
SAP30L	refseq	orycun2
HAND1	refseq	orycun2
LOC103347934	refseq	orycun2
RPS19	other	hg19
LARP1	refseq	orycun2
FAXDC2	refseq	orycun2
CNOT8	refseq	orycun2
LOC106100440	other	
GEMIN5	refseq	orycun2
MRPL22	refseq	orycun2
RPS19	other	
RPS19L2	other	
RPS19-PS3	other	mm9
LOC100190667	other	
RPS19.S	other	
LOC112278888	other	
LOC112291841	other	
F1C9.13; F1C9_13	other	
RPS19B	other	
RPS1902	other	
RPS1901	other	
LOC100160340	other	
RPS-19	other	
2210409E12RIK	other	mm9
ELOBL	other	mm9
SGCD	refseq	orycun2
TIMD4	refseq	orycun2
LOC100351480	refseq	orycun2
APEX2L1	other	
HAVCR1	refseq	orycun2
RBX-2	other	
RBX2	other	
RNF7.L	other	
HAVCR2	refseq	orycun2
MED7	refseq	orycun2
FAM71B	refseq	orycun2
ITK	refseq	orycun2
CYFIP2	refseq	orycun2
ARPC1A.S	other	
ARX-3	other	
FNDC9	refseq	orycun2
MIR7239	other	mm9
NIPAL4	refseq	orycun2
ADAM19	refseq	orycun2
SOX30	refseq	orycun2
THG1L	refseq	orycun2
LSM11	refseq	orycun2
CLINT1	refseq	orycun2
LOC103347945	refseq	orycun2
SMARCE1.L	other	
BAP111	other	
LINC02227	other	hg19
GM12159	other	mm9
EBF1	refseq	orycun2
KN	other	
EBF3.L	other	
LOC108176485	refseq	orycun2
LOC103347947	refseq	orycun2
LINC02202	other	hg19
RNF145	refseq	orycun2
LOC103347997	refseq	orycun2
UBLCP1	refseq	orycun2
IL12B	refseq	orycun2
LOC285626	other	hg19
LINC01845	other	hg19
LOC108176486	refseq	orycun2
LINC01847	other	hg19
ADRA1B	refseq	orycun2
TTC1	refseq	orycun2
IRF1.L	other	
IRF1B	other	
IRF-1	other	
IRF1.S	other	
PWWP2A	refseq	orycun2
FABP6	refseq	orycun2
CCNJL	refseq	orycun2
LOC108176487	refseq	orycun2
C1QTNF2	refseq	orycun2
ZBED8	refseq	orycun2
SLU7	refseq	orycun2
PTTG1	refseq	orycun2
MIR3142HG	other	hg19
MIR146A	other	hg19
MIR146C	other	
MIR146	other	mm9
ATP10B	refseq	orycun2
TAT-3	other	
GABRB2	refseq	orycun2
LOC103347952	refseq	orycun2
GABRA6	refseq	orycun2
GABRA1	refseq	orycun2
LINC01202	other	hg19
MIR1255B	other	
GABRG2	refseq	orycun2
CCNG1	refseq	orycun2
NUDCD2	refseq	orycun2
HMMR	refseq	orycun2
MAT2B	refseq	orycun2
NAGA.L	other	
GLA.S	other	
NAGAB	other	
NAGA.S	other	
LOC692881	other	
LOC106120756	other	
CG5731	other	
CG7997	other	
AT3G56310	other	
LOC103347998	refseq	orycun2
LOC106117326	other	
RPL7A.S	other	
LOC106108067	other	
LOC100166754	other	
ECU02_0750I	other	
LOC102577601	other	
LOC102582959	other	
RPL8A	other	
RPL8B	other	
TENM2	refseq	orycun2
MIR12125	other	hg19
CTB-178M22.2	other	hg19
WWC1	refseq	orycun2
RARS	refseq	orycun2
LOC100356537	refseq	orycun2
PANK3	refseq	orycun2
SLIT3	refseq	orycun2
SLIT3-AS2	other	hg19
MIR218-2	other	mm9
MIR218	other	
MIR218-2	other	
MIR218-2	other	hg19
MIR218B	other	
MIR218A	other	
MIR218A-2	other	
MIR218A-1	other	
LOC103347957	refseq	orycun2
SLIT3-AS1	other	hg19
SPDL1	refseq	orycun2
DOCK2	refseq	orycun2
FAM196B	refseq	orycun2
INSYN2B	other	
INSYN2B	other	hg19
INSYN2B	other	mm9
FOXI1	refseq	orycun2
LINC01187	other	hg19
LOC103347959	refseq	orycun2
C3H5orf58	refseq	orycun2
LCP2	refseq	orycun2
KCNMB1	refseq	orycun2
LOC103347961	refseq	orycun2
KCNIP1	refseq	orycun2
KCNIP1-AS1	other	hg19
GABRP	refseq	orycun2
RANBP17	refseq	orycun2
TLX3	refseq	orycun2
NPM1	refseq	orycun2
FGF18	refseq	orycun2
SMIM23	other	hg19
FBXW11	refseq	orycun2
SLMB	other	
STK10	refseq	orycun2
EFCAB9	refseq	orycun2
UBTD2	refseq	orycun2
LOC108176488	refseq	orycun2
ZFP14	other	hg19
SH3PXD2B	refseq	orycun2
LINC01944	other	hg19
LOC108176489	refseq	orycun2
NEURL1B	refseq	orycun2
DUSP1	refseq	orycun2
ERGIC1	refseq	orycun2
LOC108176490	refseq	orycun2
RPL26L1	refseq	orycun2
ATP6V0E1	refseq	orycun2
CREBRF	refseq	orycun2
BNIP1	refseq	orycun2
NKX2-5	refseq	orycun2
STC2	refseq	orycun2
LOC103347964	refseq	orycun2
LOC103347965	refseq	orycun2
LOC103633877	other	
LOC108176492	refseq	orycun2
LOC103347967	refseq	orycun2
BOD1	refseq	orycun2
LINC01942	other	hg19
LOC103347969	refseq	orycun2
LINC01485	other	hg19
LOC108176493	refseq	orycun2
CPEB4	refseq	orycun2
C3H5orf47	refseq	orycun2
C5ORF47	other	hg19
MRTO4.L	other	
LOC100168309	other	
RPLP0-LIKE	other	
LOC100343708	refseq	orycun2
LOC103347971	refseq	orycun2
LOC103347972	refseq	orycun2
LOC103347973	refseq	orycun2
MSX2	refseq	orycun2
CD52	other	hg19
DRD1	refseq	orycun2
SFXN1	refseq	orycun2
LOC103348006	refseq	orycun2
HRH2	refseq	orycun2
CPLX2	refseq	orycun2
THOC3	refseq	orycun2
SIMC1	refseq	orycun2
KIAA1191	refseq	orycun2
ARL10	refseq	orycun2
NOP16	refseq	orycun2
HIGD2A	refseq	orycun2
CLTB	refseq	orycun2
FAF2	refseq	orycun2
RNF44	refseq	orycun2
CDHR2	refseq	orycun2
GPRIN1	refseq	orycun2
LOC103348003	refseq	orycun2
SNCB	refseq	orycun2
EIF4E1B	refseq	orycun2
TSPAN17	refseq	orycun2
LINC01574	other	hg19
UNC5A	refseq	orycun2
HK3	refseq	orycun2
UIMC1	refseq	orycun2
ZNF346	refseq	orycun2
FGFR4	refseq	orycun2
NSD1	refseq	orycun2
RAB24	refseq	orycun2
PRELID1	refseq	orycun2
MXD3	refseq	orycun2
LMAN2	refseq	orycun2
RGS14	refseq	orycun2
SLC34A1	refseq	orycun2
PFN3	refseq	orycun2
F12	refseq	orycun2
GRK6	refseq	orycun2
PRR7	refseq	orycun2
DBN1	refseq	orycun2
PDLIM7	refseq	orycun2
DOK3	refseq	orycun2
DDX41	refseq	orycun2
FAM193B	refseq	orycun2
LOC103348008	refseq	orycun2
LOC100351987	refseq	orycun2
B4GALT7	refseq	orycun2
LOC106121526	other	
LOC692950	other	
LOC106109696	other	
LYPA1	other	
N4BP3	refseq	orycun2
RMND5B	refseq	orycun2
NHP2	refseq	orycun2
LOC108176494	refseq	orycun2
HNRNPAB	refseq	orycun2
PHYKPL	refseq	orycun2
COL23A1	refseq	orycun2
ZGC:174890	other	
CLK4	refseq	orycun2
LOC100353759	refseq	orycun2
SPIDR	refseq	orycun2
LOC733058	other	
LOC108176496	refseq	orycun2
CEBPD	refseq	orycun2
PRKDC	refseq	orycun2
MCM4	refseq	orycun2
UBE2V2	refseq	orycun2
LOC108176497	refseq	orycun2
EFCAB1	refseq	orycun2
LOC108176498	refseq	orycun2
SNAI2	refseq	orycun2
C3H8orf22	refseq	orycun2
ADA2A	other	
LOC100159587	other	
POLR2D.L	other	
LOC103348056	refseq	orycun2
SNTG1	refseq	orycun2
LOC103348015	refseq	orycun2
DPY-23	other	
LOC106120615	other	
LOC100283476	other	
CAC	other	
ADAPTOR PROTEIN-2 MU-ADAPTIN; AP2M	other	
LOC100808175	other	
CLEC2D	other	hg19
PXDNL	refseq	orycun2
PCMTD1	refseq	orycun2
TRAPPC2B	other	hg19
0610009B22RIK	other	mm9
LOC106116611	other	
TRS20	other	
LINC00869	other	hg19
PDE4DIPP4	other	hg19
ST18	refseq	orycun2
FAM150A	refseq	orycun2
RB1CC1	refseq	orycun2
TFG.L	other	
LOC100801194	other	
LOC102600285	other	
NPBWR1	refseq	orycun2
NPBWR2	other	hg19
OPRK1	refseq	orycun2
OPRL1	other	
ATP6V1H	refseq	orycun2
RGS20	refseq	orycun2
TCEA1	refseq	orycun2
LYPLA1	refseq	orycun2
LOC100356693	refseq	orycun2
LOC100358241	refseq	orycun2
LOC103348022	refseq	orycun2
LOC100354417	refseq	orycun2
LOC108175399	refseq	orycun2
SOX17	refseq	orycun2
LOC100355685	refseq	orycun2
RP1	other	hg19
RP1	other	mm9
RP1.L	other	
XKR4	refseq	orycun2
IDI1	other	
IDI2-AS1	other	hg19
TMEM68	refseq	orycun2
TGS1	refseq	orycun2
TGS1.L	other	
LOC103348024	refseq	orycun2
LYN	refseq	orycun2
LYN.L	other	
LOC108176501	refseq	orycun2
RPS20	refseq	orycun2
MOS	refseq	orycun2
PLAG1	refseq	orycun2
CHCHD7	refseq	orycun2
SDR16C5	other	hg19
LOC100357209	refseq	orycun2
LOC103348025	refseq	orycun2
LOC100357467	refseq	orycun2
LOC108176502	refseq	orycun2
LOC103348026	refseq	orycun2
PENK	refseq	orycun2
LOC100357981	refseq	orycun2
SNORA58B	other	hg19
LINC00968	other	hg19
IMPAD1	refseq	orycun2
LOC286178	other	hg19
LOC103348027	refseq	orycun2
FAM110B	refseq	orycun2
UBXN2B	refseq	orycun2
LOC103348029	refseq	orycun2
CYP7A1	refseq	orycun2
SDCBP	refseq	orycun2
NSMAF	refseq	orycun2
TOX	refseq	orycun2
LOC100505501	other	hg19
LOC108176503	refseq	orycun2
CAR8	other	
CA8	refseq	orycun2
UBE2E3.L	other	
LINC01301	other	hg19
CHD7	refseq	orycun2
LOC105375938	other	
CLVS1	refseq	orycun2
LOC108176504	refseq	orycun2
ASPH	other	hg19
ASPH	other	
LOC100008743	refseq	orycun2
LOC108176505	refseq	orycun2
LINC02155	other	hg19
LOC108176506	refseq	orycun2
NKAIN3	refseq	orycun2
GGH	refseq	orycun2
TTPA	refseq	orycun2
PPIH.L	other	
LOC106127010	other	
CG17266	other	
LOC100162680	other	
YTHDF3	refseq	orycun2
LOC100777391	other	
LOC102724612	other	hg19
LOC102577640	other	
LINC01414	other	hg19
LOC103348035	refseq	orycun2
MIR124-2HG	other	hg19
LOC108176507	refseq	orycun2
BHLHE22	refseq	orycun2
CYP7B1	other	hg19
LOC100343291	refseq	orycun2
GM30667	other	
C29H11ORF54	other	
ARMC1	refseq	orycun2
MTFR1	refseq	orycun2
LOC103348036	refseq	orycun2
PDE7A	refseq	orycun2
LOC100342098	refseq	orycun2
DNAJC5B	refseq	orycun2
TRIM55	refseq	orycun2
CRH	refseq	orycun2
LOC103348038	refseq	orycun2
LOC103348037	refseq	orycun2
MGH3	other	
LOC108176508	refseq	orycun2
RRS1	refseq	orycun2
ADHFE1	refseq	orycun2
MTCH2.L	other	
C3H8orf46	refseq	orycun2
MYBL1	refseq	orycun2
VCPIP1	refseq	orycun2
LOC108176509	refseq	orycun2
LOC103348039	refseq	orycun2
C8ORF44-SGK3	other	hg19
LOC100343709	refseq	orycun2
SGK3	other	
LOC103348040	refseq	orycun2
MCMDC2	refseq	orycun2
LOC103348041	refseq	orycun2
TCF24	refseq	orycun2
PPP1R42	refseq	orycun2
COPS5	refseq	orycun2
CSPP1	refseq	orycun2
ARFGEF1	refseq	orycun2
LOC103348045	refseq	orycun2
LOC103348046	refseq	orycun2
LOC102724708	other	hg19
LOC100345408	refseq	orycun2
CPA6	refseq	orycun2
LOC100126651	other	
CPA6.L	other	
LOC108176510	refseq	orycun2
SPAC23C11.01	other	
LOC105398643	other	
LOC106117288	other	
LOC106108101	other	
GM5148	other	mm9
RPS23RG1	other	mm9
LOC100159449	other	
RPS-23	other	
LOC105013954	other	
ECU10_0400	other	
LOC105642174	other	
LOC100192600	other	
LOC103630443	other	
LOC101027156	other	
LOC103625771	other	
PREX2	refseq	orycun2
PREX1.L	other	
C3H8orf34	refseq	orycun2
C8ORF34	other	hg19
A830018L16RIK	other	mm9
LOC105382338	other	
AGOS_AFR477C	other	
C29H8ORF34	other	
RGD1564053	other	
LOC103348047	refseq	orycun2
TP4A2	other	
GM17644	other	mm9
SULF1	refseq	orycun2
SLCO5A1	refseq	orycun2
SLCO5A1A	other	
LOC103348048	refseq	orycun2
PRDM14	refseq	orycun2
NCOA2	refseq	orycun2
NCOA2.L	other	
LOC101926892	other	hg19
PPME1.S	other	
LOC100195184	other	
CG5068	other	
SPBP4H10.17C	other	
LOC100283464	other	
F28M11.4	other	
BAF-1	other	
B0464.9	other	
TRAM1	refseq	orycun2
LACTB2	refseq	orycun2
XKR9	refseq	orycun2
LOC108176511	refseq	orycun2
EYA1	refseq	orycun2
MSC	refseq	orycun2
TRPA1	refseq	orycun2
MSC-AS1	other	hg19
LOC108176557	refseq	orycun2
KCNB2	refseq	orycun2
SHAB	other	
TERF1	refseq	orycun2
SBSPON	refseq	orycun2
C3H8orf89	refseq	orycun2
RPL7	refseq	orycun2
RDH10	refseq	orycun2
RDH10-AS1	other	hg19
STAU2	refseq	orycun2
STAU2.S	other	
UBE2W	refseq	orycun2
LINC01617	other	hg19
TCEB1	refseq	orycun2
TMEM70	refseq	orycun2
LY96	refseq	orycun2
ZRANB2.L	other	
JPH1	refseq	orycun2
GDAP1	refseq	orycun2
MIR2052	other	hg19
MIR2052HG	other	hg19
PI15	refseq	orycun2
CRISPLD1	refseq	orycun2
LOC613038	other	hg19
LOC388242	other	hg19
HSC70-5	other	
LOC100285374	other	
MTHSC70-2	other	
LOC100804559	other	
LOC100191408	other	
SSQ1	other	
MTHSC70-1	other	
LOC100286241	other	
HNF4G	refseq	orycun2
SEPTIN2	other	hg19
SEPTIN2	other	
DKFZP459F2415	other	
LINC01111	other	hg19
SNORD25	other	hg19
GM17308	other	mm9
ZFHX4-AS1	other	hg19
ZFHX4	refseq	orycun2
PEX2	refseq	orycun2
LOC103348068	refseq	orycun2
MOB4	other	mm9
LOC100343039	refseq	orycun2
COX5B	other	mm9
MOB4	other	
MOB4	other	hg19
HSPE1-MOB4	other	hg19
DKFZP468D176	other	
MOBKL3	other	
PKIA	refseq	orycun2
PKIA-AS1	other	hg19
ZC2HC1A	refseq	orycun2
IL7	refseq	orycun2
LOC103348070	refseq	orycun2
VPS-4	other	
VPS4	other	
LOC101246490	other	
SKD1	other	
LOC107959372	other	
LOC100283774	other	
AGOS_AEL244W	other	
YTA6	other	
LOC100382416	other	
LOC100273044	other	
MEI-1	other	
LOC108176578	refseq	orycun2
STMN2	refseq	orycun2
GM32496	other	mm9
HEY1	refseq	orycun2
LINC01607	other	hg19
MRPS28	refseq	orycun2
TPD52	refseq	orycun2
LOC106078731	other	
ZBTB10	refseq	orycun2
LOC108176515	refseq	orycun2
LOC108176514	refseq	orycun2
ZFP704	other	mm9
ZNF704	refseq	orycun2
AGOS_AFR413C	other	
LOC105393729	other	
RPL27B	other	
PAG1	refseq	orycun2
PAFAH1B2P2	other	hg19
LOC108176579	refseq	orycun2
FABP5	refseq	orycun2
PMP2	refseq	orycun2
FABP9	refseq	orycun2
FABP4	refseq	orycun2
FABP12	refseq	orycun2
IMPA1	refseq	orycun2
SLC10A5	refseq	orycun2
ZFAND1	refseq	orycun2
CHMP4C	refseq	orycun2
SNX16	refseq	orycun2
MIR466L	other	mm9
LOC108176517	refseq	orycun2
LOC108176558	refseq	orycun2
RALYL	refseq	orycun2
LOC100348219	refseq	orycun2
GM6300	other	mm9
TLE2	other	
TLE2	other	hg19
TLE2	other	mm9
LRRCC1	refseq	orycun2
E2F5	refseq	orycun2
C3H8orf59	refseq	orycun2
CA13	refseq	orycun2
CA1	refseq	orycun2
CA3	refseq	orycun2
CA2	refseq	orycun2
PG12A	other	
PSKH2	refseq	orycun2
F10A1	other	
LOC100283738	other	
LOC107792347	other	
ATP6V0D2	refseq	orycun2
SLC7A13	refseq	orycun2
WWP1	refseq	orycun2
SU(DX)	other	
RMDN1	refseq	orycun2
CPNE3	refseq	orycun2
SNORA52	other	hg19
CNGB3	refseq	orycun2
CNBD1	refseq	orycun2
MMP16	refseq	orycun2
MMP14B	other	
MMP14A	other	
EIF2D.S	other	
NOLA2	other	
Y48A6B.3	other	
LOC103348076	refseq	orycun2
RIPK2	refseq	orycun2
LOC103348077	refseq	orycun2
OSGIN2	refseq	orycun2
NBN	refseq	orycun2
DECR1	refseq	orycun2
CALB1	refseq	orycun2
CALB1.L	other	
AMELX	other	mm9
AMELX	other	
HRPA-1	other	
LOC508834	other	
LOC100273452	other	
TMEM64	refseq	orycun2
LOC103348078	refseq	orycun2
NECAB1	refseq	orycun2
MSN.L	other	
MOES	other	
EZRA	other	
MOE	other	
ERM-1	other	
MSNB	other	
MER	other	
C3H8orf88	refseq	orycun2
PIP4P2	other	hg19
TMEM55A	refseq	orycun2
OTUD6B-AS1	other	hg19
LOC108176518	refseq	orycun2
OTUD6B	refseq	orycun2
LRRC69	refseq	orycun2
SLC26A7	refseq	orycun2
PTMAP11	other	hg19
AGOS_ACR065C	other	
CAT-4	other	
LOC100270770	other	
PU	other	
LOC100164133	other	
SPAC17A5.13	other	
AGOS_AGR335C	other	
FOL2	other	
RUNX1T1.L	other	
RUNX1T1	refseq	orycun2
TRIQK.L	other	
LOC102724710	other	hg19
G3BP1.L	other	
G3BP1.S	other	
ZGC:56304	other	
TRIQK	refseq	orycun2
LINC00535	other	hg19
T28M21.17; T28M21_17	other	
IGF2BP2A	other	
FAM92A1	refseq	orycun2
LOC103348082	refseq	orycun2
CIBAR1.S	other	
CIBAR1.L	other	
RBM12B	refseq	orycun2
TMEM67	refseq	orycun2
PDP1	refseq	orycun2
LOC103348087	refseq	orycun2
LOC103348086	refseq	orycun2
CDH17	refseq	orycun2
GEM	refseq	orycun2
RAD54B	refseq	orycun2
FSBP	refseq	orycun2
KIAA1429	refseq	orycun2
LOC100356870	refseq	orycun2
ESRP1	refseq	orycun2
DPY19L4	refseq	orycun2
INTS8	refseq	orycun2
CCNE2	refseq	orycun2
TP53INP1	refseq	orycun2
LOC100354513	refseq	orycun2
NDUFAF6	refseq	orycun2
PLEKHF2	refseq	orycun2
C3H8orf37	refseq	orycun2
LOC103348092	refseq	orycun2
WDR93	refseq	orycun2
GDF6	refseq	orycun2
LOC100337712	refseq	orycun2
UQCRB	other	hg19
LOC100337966	refseq	orycun2
MTERF3	refseq	orycun2
PTDSS1	refseq	orycun2
LOC103348093	refseq	orycun2
LOC108176520	refseq	orycun2
SDC2	refseq	orycun2
CPQ	refseq	orycun2
LOC105018470	other	
LOC103348094	refseq	orycun2
FRS2.L	other	
FRS2.S	other	
FRS2A	other	
TSPYL5	refseq	orycun2
MTDH	refseq	orycun2
LAPTM4B	refseq	orycun2
MATN2	refseq	orycun2
MATN2.S	other	
MATN2.L	other	
RPL30	refseq	orycun2
ERICH5	refseq	orycun2
